dtutc,dtgb,GMT Time,National Demand Outturn (INDO) - GB (MW),National Demand Forecast (NDF) - GB (MW)
2024-09-07 06:00:00+00:00,2024-09-07 07:00:00,07/09/2024 07:00:00,24040,23761
2024-09-07 06:30:00+00:00,2024-09-07 07:30:00,07/09/2024 07:30:00,24512,24344
2024-09-07 07:00:00+00:00,2024-09-07 08:00:00,07/09/2024 08:00:00,24909,24749
2024-09-07 07:30:00+00:00,2024-09-07 08:30:00,07/09/2024 08:30:00,25107,24800
2024-09-07 08:00:00+00:00,2024-09-07 09:00:00,07/09/2024 09:00:00,25177,24801
2024-09-07 08:30:00+00:00,2024-09-07 09:30:00,07/09/2024 09:30:00,24900,24516
2024-09-07 09:00:00+00:00,2024-09-07 10:00:00,07/09/2024 10:00:00,24987,24453
2024-09-07 09:30:00+00:00,2024-09-07 10:30:00,07/09/2024 10:30:00,25058,24269
2024-09-07 10:00:00+00:00,2024-09-07 11:00:00,07/09/2024 11:00:00,25226,24447
2024-09-07 10:30:00+00:00,2024-09-07 11:30:00,07/09/2024 11:30:00,24943,24600
2024-09-07 11:00:00+00:00,2024-09-07 12:00:00,07/09/2024 12:00:00,24844,24422
2024-09-07 11:30:00+00:00,2024-09-07 12:30:00,07/09/2024 12:30:00,24694,23971
2024-09-07 12:00:00+00:00,2024-09-07 13:00:00,07/09/2024 13:00:00,24689,23600
2024-09-07 12:30:00+00:00,2024-09-07 13:30:00,07/09/2024 13:30:00,24700,23865
2024-09-07 13:00:00+00:00,2024-09-07 14:00:00,07/09/2024 14:00:00,24696,23722
2024-09-07 13:30:00+00:00,2024-09-07 14:30:00,07/09/2024 14:30:00,25155,24106
2024-09-07 14:00:00+00:00,2024-09-07 15:00:00,07/09/2024 15:00:00,25867,24702
2024-09-07 14:30:00+00:00,2024-09-07 15:30:00,07/09/2024 15:30:00,26843,25669
2024-09-07 15:00:00+00:00,2024-09-07 16:00:00,07/09/2024 16:00:00,27280,26605
2024-09-07 15:30:00+00:00,2024-09-07 16:30:00,07/09/2024 16:30:00,27525,27600
2024-09-07 16:00:00+00:00,2024-09-07 17:00:00,07/09/2024 17:00:00,27256,27844
2024-09-07 16:30:00+00:00,2024-09-07 17:30:00,07/09/2024 17:30:00,27226,28200
2024-09-07 17:00:00+00:00,2024-09-07 18:00:00,07/09/2024 18:00:00,27529,28229
2024-09-07 17:30:00+00:00,2024-09-07 18:30:00,07/09/2024 18:30:00,27767,28700
2024-09-07 18:00:00+00:00,2024-09-07 19:00:00,07/09/2024 19:00:00,28186,28303
2024-09-07 18:30:00+00:00,2024-09-07 19:30:00,07/09/2024 19:30:00,27349,27598
2024-09-07 19:00:00+00:00,2024-09-07 20:00:00,07/09/2024 20:00:00,26048,26347
2024-09-07 19:30:00+00:00,2024-09-07 20:30:00,07/09/2024 20:30:00,25315,25449
2024-09-07 20:00:00+00:00,2024-09-07 21:00:00,07/09/2024 21:00:00,24289,24424
2024-09-07 20:30:00+00:00,2024-09-07 21:30:00,07/09/2024 21:30:00,23267,23387
2024-09-07 21:00:00+00:00,2024-09-07 22:00:00,07/09/2024 22:00:00,22277,22293
2024-09-07 21:30:00+00:00,2024-09-07 22:30:00,07/09/2024 22:30:00,21459,21320
2024-09-07 22:00:00+00:00,2024-09-07 23:00:00,07/09/2024 23:00:00,20586,20800
2024-09-07 22:30:00+00:00,2024-09-07 23:30:00,07/09/2024 23:30:00,20089,20208
2024-09-07 23:00:00+00:00,2024-09-08 00:00:00,08/09/2024 00:00:00,19825,19625
2024-09-07 23:30:00+00:00,2024-09-08 00:30:00,08/09/2024 00:30:00,19538,19500
2024-09-08 00:00:00+00:00,2024-09-08 01:00:00,08/09/2024 01:00:00,19174,19248
2024-09-08 00:30:00+00:00,2024-09-08 01:30:00,08/09/2024 01:30:00,18780,18701
2024-09-08 01:00:00+00:00,2024-09-08 02:00:00,08/09/2024 02:00:00,18401,18108
2024-09-08 01:30:00+00:00,2024-09-08 02:30:00,08/09/2024 02:30:00,18007,17917
2024-09-08 02:00:00+00:00,2024-09-08 03:00:00,08/09/2024 03:00:00,17912,17992
2024-09-08 02:30:00+00:00,2024-09-08 03:30:00,08/09/2024 03:30:00,17833,17800
2024-09-08 03:00:00+00:00,2024-09-08 04:00:00,08/09/2024 04:00:00,17901,17828
2024-09-08 03:30:00+00:00,2024-09-08 04:30:00,08/09/2024 04:30:00,17925,17962
2024-09-08 04:00:00+00:00,2024-09-08 05:00:00,08/09/2024 05:00:00,18585,18570
2024-09-08 04:30:00+00:00,2024-09-08 05:30:00,08/09/2024 05:30:00,18777,18826
2024-09-08 05:00:00+00:00,2024-09-08 06:00:00,08/09/2024 06:00:00,19657,19645
2024-09-08 05:30:00+00:00,2024-09-08 06:30:00,08/09/2024 06:30:00,20364,20300
2024-09-08 06:00:00+00:00,2024-09-08 07:00:00,08/09/2024 07:00:00,21736,21540
2024-09-08 06:30:00+00:00,2024-09-08 07:30:00,08/09/2024 07:30:00,22425,22365
2024-09-08 07:00:00+00:00,2024-09-08 08:00:00,08/09/2024 08:00:00,23263,22971
2024-09-08 07:30:00+00:00,2024-09-08 08:30:00,08/09/2024 08:30:00,23740,23174
2024-09-08 08:00:00+00:00,2024-09-08 09:00:00,08/09/2024 09:00:00,23968,23664
2024-09-08 08:30:00+00:00,2024-09-08 09:30:00,08/09/2024 09:30:00,24040,23915
2024-09-08 09:00:00+00:00,2024-09-08 10:00:00,08/09/2024 10:00:00,24462,23725
2024-09-08 09:30:00+00:00,2024-09-08 10:30:00,08/09/2024 10:30:00,24519,24000
2024-09-08 10:00:00+00:00,2024-09-08 11:00:00,08/09/2024 11:00:00,24600,24400
2024-09-08 10:30:00+00:00,2024-09-08 11:30:00,08/09/2024 11:30:00,24393,24395
2024-09-08 11:00:00+00:00,2024-09-08 12:00:00,08/09/2024 12:00:00,24262,24149
2024-09-08 11:30:00+00:00,2024-09-08 12:30:00,08/09/2024 12:30:00,24100,23793
2024-09-08 12:00:00+00:00,2024-09-08 13:00:00,08/09/2024 13:00:00,23885,23507
2024-09-08 12:30:00+00:00,2024-09-08 13:30:00,08/09/2024 13:30:00,23932,23400
2024-09-08 13:00:00+00:00,2024-09-08 14:00:00,08/09/2024 14:00:00,24423,23888
2024-09-08 13:30:00+00:00,2024-09-08 14:30:00,08/09/2024 14:30:00,25036,24386
2024-09-08 14:00:00+00:00,2024-09-08 15:00:00,08/09/2024 15:00:00,25350,24952
2024-09-08 14:30:00+00:00,2024-09-08 15:30:00,08/09/2024 15:30:00,26617,25939
2024-09-08 15:00:00+00:00,2024-09-08 16:00:00,08/09/2024 16:00:00,27657,26568
2024-09-08 15:30:00+00:00,2024-09-08 16:30:00,08/09/2024 16:30:00,28202,27440
2024-09-08 16:00:00+00:00,2024-09-08 17:00:00,08/09/2024 17:00:00,28409,27635
2024-09-08 16:30:00+00:00,2024-09-08 17:30:00,08/09/2024 17:30:00,28534,27700
2024-09-08 17:00:00+00:00,2024-09-08 18:00:00,08/09/2024 18:00:00,28413,27735
2024-09-08 17:30:00+00:00,2024-09-08 18:30:00,08/09/2024 18:30:00,28119,27838
2024-09-08 18:00:00+00:00,2024-09-08 19:00:00,08/09/2024 19:00:00,27777,27900
2024-09-08 18:30:00+00:00,2024-09-08 19:30:00,08/09/2024 19:30:00,26767,27196
2024-09-08 19:00:00+00:00,2024-09-08 20:00:00,08/09/2024 20:00:00,25415,26169
2024-09-08 19:30:00+00:00,2024-09-08 20:30:00,08/09/2024 20:30:00,24252,24739
2024-09-08 20:00:00+00:00,2024-09-08 21:00:00,08/09/2024 21:00:00,23190,23589
2024-09-08 20:30:00+00:00,2024-09-08 21:30:00,08/09/2024 21:30:00,21807,22523
2024-09-08 21:00:00+00:00,2024-09-08 22:00:00,08/09/2024 22:00:00,20584,21044
2024-09-08 21:30:00+00:00,2024-09-08 22:30:00,08/09/2024 22:30:00,19546,19900
2024-09-08 22:00:00+00:00,2024-09-08 23:00:00,08/09/2024 23:00:00,18759,19000
2024-09-08 22:30:00+00:00,2024-09-08 23:30:00,08/09/2024 23:30:00,18426,18461
2024-09-08 23:00:00+00:00,2024-09-09 00:00:00,09/09/2024 00:00:00,17966,18100
2024-09-08 23:30:00+00:00,2024-09-09 00:30:00,09/09/2024 00:30:00,17801,18200
2024-09-09 00:00:00+00:00,2024-09-09 01:00:00,09/09/2024 01:00:00,17328,17925
2024-09-09 00:30:00+00:00,2024-09-09 01:30:00,09/09/2024 01:30:00,17002,17490
2024-09-09 01:00:00+00:00,2024-09-09 02:00:00,09/09/2024 02:00:00,16907,17409
2024-09-09 01:30:00+00:00,2024-09-09 02:30:00,09/09/2024 02:30:00,16869,17215
2024-09-09 02:00:00+00:00,2024-09-09 03:00:00,09/09/2024 03:00:00,16870,17000
2024-09-09 02:30:00+00:00,2024-09-09 03:30:00,09/09/2024 03:30:00,16877,17064
2024-09-09 03:00:00+00:00,2024-09-09 04:00:00,09/09/2024 04:00:00,17373,17474
2024-09-09 03:30:00+00:00,2024-09-09 04:30:00,09/09/2024 04:30:00,18745,18527
2024-09-09 04:00:00+00:00,2024-09-09 05:00:00,09/09/2024 05:00:00,20564,20515
2024-09-09 04:30:00+00:00,2024-09-09 05:30:00,09/09/2024 05:30:00,22589,22462
2024-09-09 05:00:00+00:00,2024-09-09 06:00:00,09/09/2024 06:00:00,24796,24687
2024-09-09 05:30:00+00:00,2024-09-09 06:30:00,09/09/2024 06:30:00,26093,25600
2024-09-09 06:00:00+00:00,2024-09-09 07:00:00,09/09/2024 07:00:00,27339,27103
2024-09-09 06:30:00+00:00,2024-09-09 07:30:00,09/09/2024 07:30:00,27345,27421
2024-09-09 07:00:00+00:00,2024-09-09 08:00:00,09/09/2024 08:00:00,28082,27700
2024-09-09 07:30:00+00:00,2024-09-09 08:30:00,09/09/2024 08:30:00,28101,27277
2024-09-09 08:00:00+00:00,2024-09-09 09:00:00,09/09/2024 09:00:00,27443,26801
2024-09-09 08:30:00+00:00,2024-09-09 09:30:00,09/09/2024 09:30:00,27148,26600
2024-09-09 09:00:00+00:00,2024-09-09 10:00:00,09/09/2024 10:00:00,26751,26497
2024-09-09 09:30:00+00:00,2024-09-09 10:30:00,09/09/2024 10:30:00,26305,26543
2024-09-09 10:00:00+00:00,2024-09-09 11:00:00,09/09/2024 11:00:00,25994,26700
2024-09-09 10:30:00+00:00,2024-09-09 11:30:00,09/09/2024 11:30:00,25318,26435
2024-09-09 11:00:00+00:00,2024-09-09 12:00:00,09/09/2024 12:00:00,24570,26200
2024-09-09 11:30:00+00:00,2024-09-09 12:30:00,09/09/2024 12:30:00,24012,25518
2024-09-09 12:00:00+00:00,2024-09-09 13:00:00,09/09/2024 13:00:00,23249,24890
2024-09-09 12:30:00+00:00,2024-09-09 13:30:00,09/09/2024 13:30:00,22890,24421
2024-09-09 13:00:00+00:00,2024-09-09 14:00:00,09/09/2024 14:00:00,22741,24000
2024-09-09 13:30:00+00:00,2024-09-09 14:30:00,09/09/2024 14:30:00,23695,24287
2024-09-09 14:00:00+00:00,2024-09-09 15:00:00,09/09/2024 15:00:00,24923,24972
2024-09-09 14:30:00+00:00,2024-09-09 15:30:00,09/09/2024 15:30:00,25836,25933
2024-09-09 15:00:00+00:00,2024-09-09 16:00:00,09/09/2024 16:00:00,27266,27399
2024-09-09 15:30:00+00:00,2024-09-09 16:30:00,09/09/2024 16:30:00,28297,28184
2024-09-09 16:00:00+00:00,2024-09-09 17:00:00,09/09/2024 17:00:00,28954,28865
2024-09-09 16:30:00+00:00,2024-09-09 17:30:00,09/09/2024 17:30:00,29559,29330
2024-09-09 17:00:00+00:00,2024-09-09 18:00:00,09/09/2024 18:00:00,29929,29992
2024-09-09 17:30:00+00:00,2024-09-09 18:30:00,09/09/2024 18:30:00,30063,30020
2024-09-09 18:00:00+00:00,2024-09-09 19:00:00,09/09/2024 19:00:00,29722,29154
2024-09-09 18:30:00+00:00,2024-09-09 19:30:00,09/09/2024 19:30:00,28502,27906
2024-09-09 19:00:00+00:00,2024-09-09 20:00:00,09/09/2024 20:00:00,26997,26747
2024-09-09 19:30:00+00:00,2024-09-09 20:30:00,09/09/2024 20:30:00,25495,25598
2024-09-09 20:00:00+00:00,2024-09-09 21:00:00,09/09/2024 21:00:00,23450,24033
2024-09-09 20:30:00+00:00,2024-09-09 21:30:00,09/09/2024 21:30:00,22076,22689
2024-09-09 21:00:00+00:00,2024-09-09 22:00:00,09/09/2024 22:00:00,20378,21016
2024-09-09 21:30:00+00:00,2024-09-09 22:30:00,09/09/2024 22:30:00,19509,19900
2024-09-09 22:00:00+00:00,2024-09-09 23:00:00,09/09/2024 23:00:00,18589,19200
2024-09-09 22:30:00+00:00,2024-09-09 23:30:00,09/09/2024 23:30:00,18063,18679
2024-09-09 23:00:00+00:00,2024-09-10 00:00:00,10/09/2024 00:00:00,17670,18210
2024-09-09 23:30:00+00:00,2024-09-10 00:30:00,10/09/2024 00:30:00,17539,17940
2024-09-10 00:00:00+00:00,2024-09-10 01:00:00,10/09/2024 01:00:00,17142,17391
2024-09-10 00:30:00+00:00,2024-09-10 01:30:00,10/09/2024 01:30:00,16854,16922
2024-09-10 01:00:00+00:00,2024-09-10 02:00:00,10/09/2024 02:00:00,16382,16643
2024-09-10 01:30:00+00:00,2024-09-10 02:30:00,10/09/2024 02:30:00,16168,16223
2024-09-10 02:00:00+00:00,2024-09-10 03:00:00,10/09/2024 03:00:00,15906,16160
2024-09-10 02:30:00+00:00,2024-09-10 03:30:00,10/09/2024 03:30:00,16093,16304
2024-09-10 03:00:00+00:00,2024-09-10 04:00:00,10/09/2024 04:00:00,16763,16817
2024-09-10 03:30:00+00:00,2024-09-10 04:30:00,10/09/2024 04:30:00,17723,17766
2024-09-10 04:00:00+00:00,2024-09-10 05:00:00,10/09/2024 05:00:00,20008,19311
2024-09-10 04:30:00+00:00,2024-09-10 05:30:00,10/09/2024 05:30:00,21497,21121
2024-09-10 05:00:00+00:00,2024-09-10 06:00:00,10/09/2024 06:00:00,23859,23091
2024-09-10 05:30:00+00:00,2024-09-10 06:30:00,10/09/2024 06:30:00,24879,24200
2024-09-10 06:00:00+00:00,2024-09-10 07:00:00,10/09/2024 07:00:00,25978,25346
2024-09-10 06:30:00+00:00,2024-09-10 07:30:00,10/09/2024 07:30:00,26274,25326
2024-09-10 07:00:00+00:00,2024-09-10 08:00:00,10/09/2024 08:00:00,26383,26000
2024-09-10 07:30:00+00:00,2024-09-10 08:30:00,10/09/2024 08:30:00,25984,25994
2024-09-10 08:00:00+00:00,2024-09-10 09:00:00,10/09/2024 09:00:00,25601,25510
2024-09-10 08:30:00+00:00,2024-09-10 09:30:00,10/09/2024 09:30:00,25390,25346
2024-09-10 09:00:00+00:00,2024-09-10 10:00:00,10/09/2024 10:00:00,24908,25079
2024-09-10 09:30:00+00:00,2024-09-10 10:30:00,10/09/2024 10:30:00,25110,24771
2024-09-10 10:00:00+00:00,2024-09-10 11:00:00,10/09/2024 11:00:00,25049,24600
2024-09-10 10:30:00+00:00,2024-09-10 11:30:00,10/09/2024 11:30:00,24856,24257
2024-09-10 11:00:00+00:00,2024-09-10 12:00:00,10/09/2024 12:00:00,24500,23787
2024-09-10 11:30:00+00:00,2024-09-10 12:30:00,10/09/2024 12:30:00,24472,23530
2024-09-10 12:00:00+00:00,2024-09-10 13:00:00,10/09/2024 13:00:00,24315,23019
2024-09-10 12:30:00+00:00,2024-09-10 13:30:00,10/09/2024 13:30:00,24512,22900
2024-09-10 13:00:00+00:00,2024-09-10 14:00:00,10/09/2024 14:00:00,24996,22980
2024-09-10 13:30:00+00:00,2024-09-10 14:30:00,10/09/2024 14:30:00,25301,23770
2024-09-10 14:00:00+00:00,2024-09-10 15:00:00,10/09/2024 15:00:00,26587,24919
2024-09-10 14:30:00+00:00,2024-09-10 15:30:00,10/09/2024 15:30:00,27299,25699
2024-09-10 15:00:00+00:00,2024-09-10 16:00:00,10/09/2024 16:00:00,28157,27002
2024-09-10 15:30:00+00:00,2024-09-10 16:30:00,10/09/2024 16:30:00,28619,27895
2024-09-10 16:00:00+00:00,2024-09-10 17:00:00,10/09/2024 17:00:00,29166,28412
2024-09-10 16:30:00+00:00,2024-09-10 17:30:00,10/09/2024 17:30:00,29326,28900
2024-09-10 17:00:00+00:00,2024-09-10 18:00:00,10/09/2024 18:00:00,29424,29330
2024-09-10 17:30:00+00:00,2024-09-10 18:30:00,10/09/2024 18:30:00,29557,29800
2024-09-10 18:00:00+00:00,2024-09-10 19:00:00,10/09/2024 19:00:00,29180,29640
2024-09-10 18:30:00+00:00,2024-09-10 19:30:00,10/09/2024 19:30:00,28204,28572
2024-09-10 19:00:00+00:00,2024-09-10 20:00:00,10/09/2024 20:00:00,26941,27198
2024-09-10 19:30:00+00:00,2024-09-10 20:30:00,10/09/2024 20:30:00,25775,25816
2024-09-10 20:00:00+00:00,2024-09-10 21:00:00,10/09/2024 21:00:00,23620,23874
2024-09-10 20:30:00+00:00,2024-09-10 21:30:00,10/09/2024 21:30:00,22505,22575
2024-09-10 21:00:00+00:00,2024-09-10 22:00:00,10/09/2024 22:00:00,21107,20830
2024-09-10 21:30:00+00:00,2024-09-10 22:30:00,10/09/2024 22:30:00,20327,20000
2024-09-10 22:00:00+00:00,2024-09-10 23:00:00,10/09/2024 23:00:00,19520,19000
2024-09-10 22:30:00+00:00,2024-09-10 23:30:00,10/09/2024 23:30:00,19191,18416
2024-09-10 23:00:00+00:00,2024-09-11 00:00:00,11/09/2024 00:00:00,18686,18100
2024-09-10 23:30:00+00:00,2024-09-11 00:30:00,11/09/2024 00:30:00,18426,18100
2024-09-11 00:00:00+00:00,2024-09-11 01:00:00,11/09/2024 01:00:00,18251,17963
2024-09-11 00:30:00+00:00,2024-09-11 01:30:00,11/09/2024 01:30:00,17976,17506
2024-09-11 01:00:00+00:00,2024-09-11 02:00:00,11/09/2024 02:00:00,17438,17443
2024-09-11 01:30:00+00:00,2024-09-11 02:30:00,11/09/2024 02:30:00,17449,17294
2024-09-11 02:00:00+00:00,2024-09-11 03:00:00,11/09/2024 03:00:00,17312,17200
2024-09-11 02:30:00+00:00,2024-09-11 03:30:00,11/09/2024 03:30:00,17364,17372
2024-09-11 03:00:00+00:00,2024-09-11 04:00:00,11/09/2024 04:00:00,17879,17848
2024-09-11 03:30:00+00:00,2024-09-11 04:30:00,11/09/2024 04:30:00,18729,18723
2024-09-11 04:00:00+00:00,2024-09-11 05:00:00,11/09/2024 05:00:00,21065,20818
2024-09-11 04:30:00+00:00,2024-09-11 05:30:00,11/09/2024 05:30:00,22721,22422
2024-09-11 05:00:00+00:00,2024-09-11 06:00:00,11/09/2024 06:00:00,25132,24702
2024-09-11 05:30:00+00:00,2024-09-11 06:30:00,11/09/2024 06:30:00,25832,25600
2024-09-11 06:00:00+00:00,2024-09-11 07:00:00,11/09/2024 07:00:00,26387,26100
2024-09-11 06:30:00+00:00,2024-09-11 07:30:00,11/09/2024 07:30:00,25460,25593
2024-09-11 07:00:00+00:00,2024-09-11 08:00:00,11/09/2024 08:00:00,25078,25184
2024-09-11 07:30:00+00:00,2024-09-11 08:30:00,11/09/2024 08:30:00,24265,24468
2024-09-11 08:00:00+00:00,2024-09-11 09:00:00,11/09/2024 09:00:00,23522,23766
2024-09-11 08:30:00+00:00,2024-09-11 09:30:00,11/09/2024 09:30:00,23134,23368
2024-09-11 09:00:00+00:00,2024-09-11 10:00:00,11/09/2024 10:00:00,22988,23029
2024-09-11 09:30:00+00:00,2024-09-11 10:30:00,11/09/2024 10:30:00,22800,23486
2024-09-11 10:00:00+00:00,2024-09-11 11:00:00,11/09/2024 11:00:00,22780,23200
2024-09-11 10:30:00+00:00,2024-09-11 11:30:00,11/09/2024 11:30:00,22824,22994
2024-09-11 11:00:00+00:00,2024-09-11 12:00:00,11/09/2024 12:00:00,22375,22599
2024-09-11 11:30:00+00:00,2024-09-11 12:30:00,11/09/2024 12:30:00,22256,22511
2024-09-11 12:00:00+00:00,2024-09-11 13:00:00,11/09/2024 13:00:00,22125,22300
2024-09-11 12:30:00+00:00,2024-09-11 13:30:00,11/09/2024 13:30:00,21479,22758
2024-09-11 13:00:00+00:00,2024-09-11 14:00:00,11/09/2024 14:00:00,21872,23509
2024-09-11 13:30:00+00:00,2024-09-11 14:30:00,11/09/2024 14:30:00,22614,24075
2024-09-11 14:00:00+00:00,2024-09-11 15:00:00,11/09/2024 15:00:00,23813,25605
2024-09-11 14:30:00+00:00,2024-09-11 15:30:00,11/09/2024 15:30:00,25301,26612
2024-09-11 15:00:00+00:00,2024-09-11 16:00:00,11/09/2024 16:00:00,26930,27793
2024-09-11 15:30:00+00:00,2024-09-11 16:30:00,11/09/2024 16:30:00,28348,28587
2024-09-11 16:00:00+00:00,2024-09-11 17:00:00,11/09/2024 17:00:00,29501,29484
2024-09-11 16:30:00+00:00,2024-09-11 17:30:00,11/09/2024 17:30:00,29728,30000
2024-09-11 17:00:00+00:00,2024-09-11 18:00:00,11/09/2024 18:00:00,30596,30094
2024-09-11 17:30:00+00:00,2024-09-11 18:30:00,11/09/2024 18:30:00,30558,30200
2024-09-11 18:00:00+00:00,2024-09-11 19:00:00,11/09/2024 19:00:00,30426,29900
2024-09-11 18:30:00+00:00,2024-09-11 19:30:00,11/09/2024 19:30:00,29772,28927
2024-09-11 19:00:00+00:00,2024-09-11 20:00:00,11/09/2024 20:00:00,28141,27676
2024-09-11 19:30:00+00:00,2024-09-11 20:30:00,11/09/2024 20:30:00,26674,26524
2024-09-11 20:00:00+00:00,2024-09-11 21:00:00,11/09/2024 21:00:00,25227,24334
2024-09-11 20:30:00+00:00,2024-09-11 21:30:00,11/09/2024 21:30:00,23705,23210
2024-09-11 21:00:00+00:00,2024-09-11 22:00:00,11/09/2024 22:00:00,22355,21781
2024-09-11 21:30:00+00:00,2024-09-11 22:30:00,11/09/2024 22:30:00,21462,21100
2024-09-11 22:00:00+00:00,2024-09-11 23:00:00,11/09/2024 23:00:00,20750,20530
2024-09-11 22:30:00+00:00,2024-09-11 23:30:00,11/09/2024 23:30:00,20255,20117
2024-09-11 23:00:00+00:00,2024-09-12 00:00:00,12/09/2024 00:00:00,19912,19810
2024-09-11 23:30:00+00:00,2024-09-12 00:30:00,12/09/2024 00:30:00,19974,19600
2024-09-12 00:00:00+00:00,2024-09-12 01:00:00,12/09/2024 01:00:00,19643,19482
2024-09-12 00:30:00+00:00,2024-09-12 01:30:00,12/09/2024 01:30:00,19459,19259
2024-09-12 01:00:00+00:00,2024-09-12 02:00:00,12/09/2024 02:00:00,19229,18718
2024-09-12 01:30:00+00:00,2024-09-12 02:30:00,12/09/2024 02:30:00,19002,18800
2024-09-12 02:00:00+00:00,2024-09-12 03:00:00,12/09/2024 03:00:00,18833,18700
2024-09-12 02:30:00+00:00,2024-09-12 03:30:00,12/09/2024 03:30:00,19074,18702
2024-09-12 03:00:00+00:00,2024-09-12 04:00:00,12/09/2024 04:00:00,19559,19202
2024-09-12 03:30:00+00:00,2024-09-12 04:30:00,12/09/2024 04:30:00,20476,20019
2024-09-12 04:00:00+00:00,2024-09-12 05:00:00,12/09/2024 05:00:00,22769,22449
2024-09-12 04:30:00+00:00,2024-09-12 05:30:00,12/09/2024 05:30:00,24468,24171
2024-09-12 05:00:00+00:00,2024-09-12 06:00:00,12/09/2024 06:00:00,26616,26686
2024-09-12 05:30:00+00:00,2024-09-12 06:30:00,12/09/2024 06:30:00,27202,27400
2024-09-12 06:00:00+00:00,2024-09-12 07:00:00,12/09/2024 07:00:00,28577,28000
2024-09-12 06:30:00+00:00,2024-09-12 07:30:00,12/09/2024 07:30:00,27754,27147
2024-09-12 07:00:00+00:00,2024-09-12 08:00:00,12/09/2024 08:00:00,27014,26830
2024-09-12 07:30:00+00:00,2024-09-12 08:30:00,12/09/2024 08:30:00,25948,26066
2024-09-12 08:00:00+00:00,2024-09-12 09:00:00,12/09/2024 09:00:00,25297,25389
2024-09-12 08:30:00+00:00,2024-09-12 09:30:00,12/09/2024 09:30:00,24880,25035
2024-09-12 09:00:00+00:00,2024-09-12 10:00:00,12/09/2024 10:00:00,24859,24994
2024-09-12 09:30:00+00:00,2024-09-12 10:30:00,12/09/2024 10:30:00,24865,25567
2024-09-12 10:00:00+00:00,2024-09-12 11:00:00,12/09/2024 11:00:00,25044,25741
2024-09-12 10:30:00+00:00,2024-09-12 11:30:00,12/09/2024 11:30:00,25096,26000
2024-09-12 11:00:00+00:00,2024-09-12 12:00:00,12/09/2024 12:00:00,24765,25423
2024-09-12 11:30:00+00:00,2024-09-12 12:30:00,12/09/2024 12:30:00,24356,25218
2024-09-12 12:00:00+00:00,2024-09-12 13:00:00,12/09/2024 13:00:00,24147,24792
2024-09-12 12:30:00+00:00,2024-09-12 13:30:00,12/09/2024 13:30:00,24015,24200
2024-09-12 13:00:00+00:00,2024-09-12 14:00:00,12/09/2024 14:00:00,23794,24379
2024-09-12 13:30:00+00:00,2024-09-12 14:30:00,12/09/2024 14:30:00,24698,24949
2024-09-12 14:00:00+00:00,2024-09-12 15:00:00,12/09/2024 15:00:00,26017,25977
2024-09-12 14:30:00+00:00,2024-09-12 15:30:00,12/09/2024 15:30:00,27227,27374
2024-09-12 15:00:00+00:00,2024-09-12 16:00:00,12/09/2024 16:00:00,28651,28814
2024-09-12 15:30:00+00:00,2024-09-12 16:30:00,12/09/2024 16:30:00,29575,30063
2024-09-12 16:00:00+00:00,2024-09-12 17:00:00,12/09/2024 17:00:00,30042,31000
2024-09-12 16:30:00+00:00,2024-09-12 17:30:00,12/09/2024 17:30:00,30535,30942
2024-09-12 17:00:00+00:00,2024-09-12 18:00:00,12/09/2024 18:00:00,31350,31737
2024-09-12 17:30:00+00:00,2024-09-12 18:30:00,12/09/2024 18:30:00,31596,31800
2024-09-12 18:00:00+00:00,2024-09-12 19:00:00,12/09/2024 19:00:00,31508,31748
2024-09-12 18:30:00+00:00,2024-09-12 19:30:00,12/09/2024 19:30:00,31053,31191
2024-09-12 19:00:00+00:00,2024-09-12 20:00:00,12/09/2024 20:00:00,30008,29554
2024-09-12 19:30:00+00:00,2024-09-12 20:30:00,12/09/2024 20:30:00,28465,28081
2024-09-12 20:00:00+00:00,2024-09-12 21:00:00,12/09/2024 21:00:00,26871,26595
2024-09-12 20:30:00+00:00,2024-09-12 21:30:00,12/09/2024 21:30:00,25270,25084
2024-09-12 21:00:00+00:00,2024-09-12 22:00:00,12/09/2024 22:00:00,23594,23669
2024-09-12 21:30:00+00:00,2024-09-12 22:30:00,12/09/2024 22:30:00,22503,22740
2024-09-12 22:00:00+00:00,2024-09-12 23:00:00,12/09/2024 23:00:00,21883,22100
2024-09-12 22:30:00+00:00,2024-09-12 23:30:00,12/09/2024 23:30:00,21785,21514
2024-09-12 23:00:00+00:00,2024-09-13 00:00:00,13/09/2024 00:00:00,21315,21100
2024-09-12 23:30:00+00:00,2024-09-13 00:30:00,13/09/2024 00:30:00,21261,20970
2024-09-13 00:00:00+00:00,2024-09-13 01:00:00,13/09/2024 01:00:00,20921,20539
2024-09-13 00:30:00+00:00,2024-09-13 01:30:00,13/09/2024 01:30:00,20653,20258
2024-09-13 01:00:00+00:00,2024-09-13 02:00:00,13/09/2024 02:00:00,20225,20060
2024-09-13 01:30:00+00:00,2024-09-13 02:30:00,13/09/2024 02:30:00,20192,19989
2024-09-13 02:00:00+00:00,2024-09-13 03:00:00,13/09/2024 03:00:00,20055,19926
2024-09-13 02:30:00+00:00,2024-09-13 03:30:00,13/09/2024 03:30:00,20129,19900
2024-09-13 03:00:00+00:00,2024-09-13 04:00:00,13/09/2024 04:00:00,20622,20241
2024-09-13 03:30:00+00:00,2024-09-13 04:30:00,13/09/2024 04:30:00,21651,21243
