dtutc,dtgb,GMT Time,National Demand Outturn (INDO) - GB (MW),National Demand Forecast (NDF) - GB (MW)
2024-09-13 04:00:00+00:00,2024-09-13 05:00:00,13/09/2024 05:00:00,23801,23332
2024-09-13 04:30:00+00:00,2024-09-13 05:30:00,13/09/2024 05:30:00,25433,25066
2024-09-13 05:00:00+00:00,2024-09-13 06:00:00,13/09/2024 06:00:00,27434,27025
2024-09-13 05:30:00+00:00,2024-09-13 06:30:00,13/09/2024 06:30:00,27935,27900
2024-09-13 06:00:00+00:00,2024-09-13 07:00:00,13/09/2024 07:00:00,28862,29000
2024-09-13 06:30:00+00:00,2024-09-13 07:30:00,13/09/2024 07:30:00,28252,28601
2024-09-13 07:00:00+00:00,2024-09-13 08:00:00,13/09/2024 08:00:00,27691,28061
2024-09-13 07:30:00+00:00,2024-09-13 08:30:00,13/09/2024 08:30:00,26603,26894
2024-09-13 08:00:00+00:00,2024-09-13 09:00:00,13/09/2024 09:00:00,25280,26266
2024-09-13 08:30:00+00:00,2024-09-13 09:30:00,13/09/2024 09:30:00,24658,25825
2024-09-13 09:00:00+00:00,2024-09-13 10:00:00,13/09/2024 10:00:00,24069,25161
2024-09-13 09:30:00+00:00,2024-09-13 10:30:00,13/09/2024 10:30:00,23611,24862
2024-09-13 10:00:00+00:00,2024-09-13 11:00:00,13/09/2024 11:00:00,23542,24700
2024-09-13 10:30:00+00:00,2024-09-13 11:30:00,13/09/2024 11:30:00,23363,24527
2024-09-13 11:00:00+00:00,2024-09-13 12:00:00,13/09/2024 12:00:00,23251,24407
2024-09-13 11:30:00+00:00,2024-09-13 12:30:00,13/09/2024 12:30:00,22688,24206
2024-09-13 12:00:00+00:00,2024-09-13 13:00:00,13/09/2024 13:00:00,22638,24081
2024-09-13 12:30:00+00:00,2024-09-13 13:30:00,13/09/2024 13:30:00,22272,24000
2024-09-13 13:00:00+00:00,2024-09-13 14:00:00,13/09/2024 14:00:00,22570,24004
2024-09-13 13:30:00+00:00,2024-09-13 14:30:00,13/09/2024 14:30:00,23606,24501
2024-09-13 14:00:00+00:00,2024-09-13 15:00:00,13/09/2024 15:00:00,24751,25538
2024-09-13 14:30:00+00:00,2024-09-13 15:30:00,13/09/2024 15:30:00,26110,26821
2024-09-13 15:00:00+00:00,2024-09-13 16:00:00,13/09/2024 16:00:00,27429,28027
2024-09-13 15:30:00+00:00,2024-09-13 16:30:00,13/09/2024 16:30:00,28876,28949
2024-09-13 16:00:00+00:00,2024-09-13 17:00:00,13/09/2024 17:00:00,29729,29542
2024-09-13 16:30:00+00:00,2024-09-13 17:30:00,13/09/2024 17:30:00,29840,30200
2024-09-13 17:00:00+00:00,2024-09-13 18:00:00,13/09/2024 18:00:00,30071,30731
2024-09-13 17:30:00+00:00,2024-09-13 18:30:00,13/09/2024 18:30:00,30395,30900
2024-09-13 18:00:00+00:00,2024-09-13 19:00:00,13/09/2024 19:00:00,30479,30558
2024-09-13 18:30:00+00:00,2024-09-13 19:30:00,13/09/2024 19:30:00,29474,29558
2024-09-13 19:00:00+00:00,2024-09-13 20:00:00,13/09/2024 20:00:00,28343,28141
2024-09-13 19:30:00+00:00,2024-09-13 20:30:00,13/09/2024 20:30:00,27129,26853
2024-09-13 20:00:00+00:00,2024-09-13 21:00:00,13/09/2024 21:00:00,25560,25423
2024-09-13 20:30:00+00:00,2024-09-13 21:30:00,13/09/2024 21:30:00,24071,24144
2024-09-13 21:00:00+00:00,2024-09-13 22:00:00,13/09/2024 22:00:00,22291,22626
2024-09-13 21:30:00+00:00,2024-09-13 22:30:00,13/09/2024 22:30:00,21175,21800
2024-09-13 22:00:00+00:00,2024-09-13 23:00:00,13/09/2024 23:00:00,20308,20730
2024-09-13 22:30:00+00:00,2024-09-13 23:30:00,13/09/2024 23:30:00,19599,20095
2024-09-13 23:00:00+00:00,2024-09-14 00:00:00,14/09/2024 00:00:00,19291,19490
2024-09-13 23:30:00+00:00,2024-09-14 00:30:00,14/09/2024 00:30:00,19037,19400
2024-09-14 00:00:00+00:00,2024-09-14 01:00:00,14/09/2024 01:00:00,18726,19109
2024-09-14 00:30:00+00:00,2024-09-14 01:30:00,14/09/2024 01:30:00,18403,18558
2024-09-14 01:00:00+00:00,2024-09-14 02:00:00,14/09/2024 02:00:00,17882,18145
2024-09-14 01:30:00+00:00,2024-09-14 02:30:00,14/09/2024 02:30:00,17908,17887
2024-09-14 02:00:00+00:00,2024-09-14 03:00:00,14/09/2024 03:00:00,17717,17779
2024-09-14 02:30:00+00:00,2024-09-14 03:30:00,14/09/2024 03:30:00,17601,17700
2024-09-14 03:00:00+00:00,2024-09-14 04:00:00,14/09/2024 04:00:00,17703,18073
2024-09-14 03:30:00+00:00,2024-09-14 04:30:00,14/09/2024 04:30:00,17993,18416
2024-09-14 04:00:00+00:00,2024-09-14 05:00:00,14/09/2024 05:00:00,19016,19469
2024-09-14 04:30:00+00:00,2024-09-14 05:30:00,14/09/2024 05:30:00,19513,20022
2024-09-14 05:00:00+00:00,2024-09-14 06:00:00,14/09/2024 06:00:00,20631,21201
2024-09-14 05:30:00+00:00,2024-09-14 06:30:00,14/09/2024 06:30:00,21309,22000
2024-09-14 06:00:00+00:00,2024-09-14 07:00:00,14/09/2024 07:00:00,21766,22500
2024-09-14 06:30:00+00:00,2024-09-14 07:30:00,14/09/2024 07:30:00,21554,22368
2024-09-14 07:00:00+00:00,2024-09-14 08:00:00,14/09/2024 08:00:00,21420,22209
2024-09-14 07:30:00+00:00,2024-09-14 08:30:00,14/09/2024 08:30:00,20653,21736
2024-09-14 08:00:00+00:00,2024-09-14 09:00:00,14/09/2024 09:00:00,19811,21042
2024-09-14 08:30:00+00:00,2024-09-14 09:30:00,14/09/2024 09:30:00,19169,20393
2024-09-14 09:00:00+00:00,2024-09-14 10:00:00,14/09/2024 10:00:00,18174,19848
2024-09-14 09:30:00+00:00,2024-09-14 10:30:00,14/09/2024 10:30:00,17862,19558
2024-09-14 10:00:00+00:00,2024-09-14 11:00:00,14/09/2024 11:00:00,17539,19500
2024-09-14 10:30:00+00:00,2024-09-14 11:30:00,14/09/2024 11:30:00,17271,19369
2024-09-14 11:00:00+00:00,2024-09-14 12:00:00,14/09/2024 12:00:00,17165,19184
2024-09-14 11:30:00+00:00,2024-09-14 12:30:00,14/09/2024 12:30:00,16632,18730
2024-09-14 12:00:00+00:00,2024-09-14 13:00:00,14/09/2024 13:00:00,16212,18500
2024-09-14 12:30:00+00:00,2024-09-14 13:30:00,14/09/2024 13:30:00,15989,18628
2024-09-14 13:00:00+00:00,2024-09-14 14:00:00,14/09/2024 14:00:00,16049,18725
2024-09-14 13:30:00+00:00,2024-09-14 14:30:00,14/09/2024 14:30:00,16799,19278
2024-09-14 14:00:00+00:00,2024-09-14 15:00:00,14/09/2024 15:00:00,18073,20176
2024-09-14 14:30:00+00:00,2024-09-14 15:30:00,14/09/2024 15:30:00,19735,21519
2024-09-14 15:00:00+00:00,2024-09-14 16:00:00,14/09/2024 16:00:00,21885,23166
2024-09-14 15:30:00+00:00,2024-09-14 16:30:00,14/09/2024 16:30:00,23681,24478
2024-09-14 16:00:00+00:00,2024-09-14 17:00:00,14/09/2024 17:00:00,25008,25020
2024-09-14 16:30:00+00:00,2024-09-14 17:30:00,14/09/2024 17:30:00,25639,25530
2024-09-14 17:00:00+00:00,2024-09-14 18:00:00,14/09/2024 18:00:00,26029,25949
2024-09-14 17:30:00+00:00,2024-09-14 18:30:00,14/09/2024 18:30:00,26171,26600
2024-09-14 18:00:00+00:00,2024-09-14 19:00:00,14/09/2024 19:00:00,25850,25982
2024-09-14 18:30:00+00:00,2024-09-14 19:30:00,14/09/2024 19:30:00,25024,25193
2024-09-14 19:00:00+00:00,2024-09-14 20:00:00,14/09/2024 20:00:00,24108,24414
2024-09-14 19:30:00+00:00,2024-09-14 20:30:00,14/09/2024 20:30:00,23263,23529
2024-09-14 20:00:00+00:00,2024-09-14 21:00:00,14/09/2024 21:00:00,22152,22473
2024-09-14 20:30:00+00:00,2024-09-14 21:30:00,14/09/2024 21:30:00,21190,21209
2024-09-14 21:00:00+00:00,2024-09-14 22:00:00,14/09/2024 22:00:00,19806,20433
2024-09-14 21:30:00+00:00,2024-09-14 22:30:00,14/09/2024 22:30:00,19173,19510
2024-09-14 22:00:00+00:00,2024-09-14 23:00:00,14/09/2024 23:00:00,18976,18790
2024-09-14 22:30:00+00:00,2024-09-14 23:30:00,14/09/2024 23:30:00,18488,18411
2024-09-14 23:00:00+00:00,2024-09-15 00:00:00,15/09/2024 00:00:00,18342,18010
2024-09-14 23:30:00+00:00,2024-09-15 00:30:00,15/09/2024 00:30:00,18113,17980
2024-09-15 00:00:00+00:00,2024-09-15 01:00:00,15/09/2024 01:00:00,17865,17609
2024-09-15 00:30:00+00:00,2024-09-15 01:30:00,15/09/2024 01:30:00,17565,17213
2024-09-15 01:00:00+00:00,2024-09-15 02:00:00,15/09/2024 02:00:00,17112,16868
2024-09-15 01:30:00+00:00,2024-09-15 02:30:00,15/09/2024 02:30:00,16886,16675
2024-09-15 02:00:00+00:00,2024-09-15 03:00:00,15/09/2024 03:00:00,16603,16532
2024-09-15 02:30:00+00:00,2024-09-15 03:30:00,15/09/2024 03:30:00,16419,16476
2024-09-15 03:00:00+00:00,2024-09-15 04:00:00,15/09/2024 04:00:00,16823,16440
2024-09-15 03:30:00+00:00,2024-09-15 04:30:00,15/09/2024 04:30:00,16965,16594
2024-09-15 04:00:00+00:00,2024-09-15 05:00:00,15/09/2024 05:00:00,17665,17294
2024-09-15 04:30:00+00:00,2024-09-15 05:30:00,15/09/2024 05:30:00,18038,17567
2024-09-15 05:00:00+00:00,2024-09-15 06:00:00,15/09/2024 06:00:00,18903,18177
2024-09-15 05:30:00+00:00,2024-09-15 06:30:00,15/09/2024 06:30:00,19292,18800
2024-09-15 06:00:00+00:00,2024-09-15 07:00:00,15/09/2024 07:00:00,20163,19952
2024-09-15 06:30:00+00:00,2024-09-15 07:30:00,15/09/2024 07:30:00,20434,20520
2024-09-15 07:00:00+00:00,2024-09-15 08:00:00,15/09/2024 08:00:00,20651,21000
2024-09-15 07:30:00+00:00,2024-09-15 08:30:00,15/09/2024 08:30:00,20535,20951
2024-09-15 08:00:00+00:00,2024-09-15 09:00:00,15/09/2024 09:00:00,20700,20762
2024-09-15 08:30:00+00:00,2024-09-15 09:30:00,15/09/2024 09:30:00,20804,20432
2024-09-15 09:00:00+00:00,2024-09-15 10:00:00,15/09/2024 10:00:00,20943,20365
2024-09-15 09:30:00+00:00,2024-09-15 10:30:00,15/09/2024 10:30:00,21030,20724
2024-09-15 10:00:00+00:00,2024-09-15 11:00:00,15/09/2024 11:00:00,21606,21325
2024-09-15 10:30:00+00:00,2024-09-15 11:30:00,15/09/2024 11:30:00,22107,20790
2024-09-15 11:00:00+00:00,2024-09-15 12:00:00,15/09/2024 12:00:00,22027,21500
2024-09-15 11:30:00+00:00,2024-09-15 12:30:00,15/09/2024 12:30:00,22033,21628
2024-09-15 12:00:00+00:00,2024-09-15 13:00:00,15/09/2024 13:00:00,22541,21951
2024-09-15 12:30:00+00:00,2024-09-15 13:30:00,15/09/2024 13:30:00,23375,21915
2024-09-15 13:00:00+00:00,2024-09-15 14:00:00,15/09/2024 14:00:00,24190,22382
2024-09-15 13:30:00+00:00,2024-09-15 14:30:00,15/09/2024 14:30:00,25157,23266
2024-09-15 14:00:00+00:00,2024-09-15 15:00:00,15/09/2024 15:00:00,26289,24349
2024-09-15 14:30:00+00:00,2024-09-15 15:30:00,15/09/2024 15:30:00,27696,25821
2024-09-15 15:00:00+00:00,2024-09-15 16:00:00,15/09/2024 16:00:00,28300,27150
2024-09-15 15:30:00+00:00,2024-09-15 16:30:00,15/09/2024 16:30:00,28856,28075
2024-09-15 16:00:00+00:00,2024-09-15 17:00:00,15/09/2024 17:00:00,28946,28556
2024-09-15 16:30:00+00:00,2024-09-15 17:30:00,15/09/2024 17:30:00,29135,29000
2024-09-15 17:00:00+00:00,2024-09-15 18:00:00,15/09/2024 18:00:00,28992,29100
2024-09-15 17:30:00+00:00,2024-09-15 18:30:00,15/09/2024 18:30:00,29044,28870
2024-09-15 18:00:00+00:00,2024-09-15 19:00:00,15/09/2024 19:00:00,28694,28151
2024-09-15 18:30:00+00:00,2024-09-15 19:30:00,15/09/2024 19:30:00,27671,27399
2024-09-15 19:00:00+00:00,2024-09-15 20:00:00,15/09/2024 20:00:00,25955,26447
2024-09-15 19:30:00+00:00,2024-09-15 20:30:00,15/09/2024 20:30:00,25078,25319
2024-09-15 20:00:00+00:00,2024-09-15 21:00:00,15/09/2024 21:00:00,23857,24041
2024-09-15 20:30:00+00:00,2024-09-15 21:30:00,15/09/2024 21:30:00,22703,22655
2024-09-15 21:00:00+00:00,2024-09-15 22:00:00,15/09/2024 22:00:00,21117,21678
2024-09-15 21:30:00+00:00,2024-09-15 22:30:00,15/09/2024 22:30:00,20557,20526
2024-09-15 22:00:00+00:00,2024-09-15 23:00:00,15/09/2024 23:00:00,19869,20128
2024-09-15 22:30:00+00:00,2024-09-15 23:30:00,15/09/2024 23:30:00,19476,19859
2024-09-15 23:00:00+00:00,2024-09-16 00:00:00,16/09/2024 00:00:00,19305,19606
2024-09-15 23:30:00+00:00,2024-09-16 00:30:00,16/09/2024 00:30:00,19278,19492
2024-09-16 00:00:00+00:00,2024-09-16 01:00:00,16/09/2024 01:00:00,19190,19239
2024-09-16 00:30:00+00:00,2024-09-16 01:30:00,16/09/2024 01:30:00,18809,18880
2024-09-16 01:00:00+00:00,2024-09-16 02:00:00,16/09/2024 02:00:00,18532,18654
2024-09-16 01:30:00+00:00,2024-09-16 02:30:00,16/09/2024 02:30:00,18434,18484
2024-09-16 02:00:00+00:00,2024-09-16 03:00:00,16/09/2024 03:00:00,18313,18479
2024-09-16 02:30:00+00:00,2024-09-16 03:30:00,16/09/2024 03:30:00,18307,18400
2024-09-16 03:00:00+00:00,2024-09-16 04:00:00,16/09/2024 04:00:00,18870,18761
2024-09-16 03:30:00+00:00,2024-09-16 04:30:00,16/09/2024 04:30:00,19896,20101
2024-09-16 04:00:00+00:00,2024-09-16 05:00:00,16/09/2024 05:00:00,22238,21848
2024-09-16 04:30:00+00:00,2024-09-16 05:30:00,16/09/2024 05:30:00,23908,23844
2024-09-16 05:00:00+00:00,2024-09-16 06:00:00,16/09/2024 06:00:00,25585,26011
2024-09-16 05:30:00+00:00,2024-09-16 06:30:00,16/09/2024 06:30:00,26899,27200
2024-09-16 06:00:00+00:00,2024-09-16 07:00:00,16/09/2024 07:00:00,27989,27950
2024-09-16 06:30:00+00:00,2024-09-16 07:30:00,16/09/2024 07:30:00,27355,27532
2024-09-16 07:00:00+00:00,2024-09-16 08:00:00,16/09/2024 08:00:00,27630,27859
2024-09-16 07:30:00+00:00,2024-09-16 08:30:00,16/09/2024 08:30:00,26824,27606
2024-09-16 08:00:00+00:00,2024-09-16 09:00:00,16/09/2024 09:00:00,25720,26931
2024-09-16 08:30:00+00:00,2024-09-16 09:30:00,16/09/2024 09:30:00,24801,26599
2024-09-16 09:00:00+00:00,2024-09-16 10:00:00,16/09/2024 10:00:00,24068,26164
2024-09-16 09:30:00+00:00,2024-09-16 10:30:00,16/09/2024 10:30:00,23437,24456
2024-09-16 10:00:00+00:00,2024-09-16 11:00:00,16/09/2024 11:00:00,23064,24400
2024-09-16 10:30:00+00:00,2024-09-16 11:30:00,16/09/2024 11:30:00,22689,24018
2024-09-16 11:00:00+00:00,2024-09-16 12:00:00,16/09/2024 12:00:00,22300,23716
2024-09-16 11:30:00+00:00,2024-09-16 12:30:00,16/09/2024 12:30:00,21883,23500
2024-09-16 12:00:00+00:00,2024-09-16 13:00:00,16/09/2024 13:00:00,21840,23658
2024-09-16 12:30:00+00:00,2024-09-16 13:30:00,16/09/2024 13:30:00,21887,23875
2024-09-16 13:00:00+00:00,2024-09-16 14:00:00,16/09/2024 14:00:00,22193,24271
2024-09-16 13:30:00+00:00,2024-09-16 14:30:00,16/09/2024 14:30:00,23212,25088
2024-09-16 14:00:00+00:00,2024-09-16 15:00:00,16/09/2024 15:00:00,24377,25985
2024-09-16 14:30:00+00:00,2024-09-16 15:30:00,16/09/2024 15:30:00,25782,27524
2024-09-16 15:00:00+00:00,2024-09-16 16:00:00,16/09/2024 16:00:00,27485,29005
2024-09-16 15:30:00+00:00,2024-09-16 16:30:00,16/09/2024 16:30:00,29107,29973
2024-09-16 16:00:00+00:00,2024-09-16 17:00:00,16/09/2024 17:00:00,30195,30685
2024-09-16 16:30:00+00:00,2024-09-16 17:30:00,16/09/2024 17:30:00,30636,31000
2024-09-16 17:00:00+00:00,2024-09-16 18:00:00,16/09/2024 18:00:00,31068,31364
2024-09-16 17:30:00+00:00,2024-09-16 18:30:00,16/09/2024 18:30:00,31103,31501
2024-09-16 18:00:00+00:00,2024-09-16 19:00:00,16/09/2024 19:00:00,31118,31730
2024-09-16 18:30:00+00:00,2024-09-16 19:30:00,16/09/2024 19:30:00,30122,30725
2024-09-16 19:00:00+00:00,2024-09-16 20:00:00,16/09/2024 20:00:00,28861,29606
2024-09-16 19:30:00+00:00,2024-09-16 20:30:00,16/09/2024 20:30:00,27552,28192
2024-09-16 20:00:00+00:00,2024-09-16 21:00:00,16/09/2024 21:00:00,26066,26517
2024-09-16 20:30:00+00:00,2024-09-16 21:30:00,16/09/2024 21:30:00,24251,24725
2024-09-16 21:00:00+00:00,2024-09-16 22:00:00,16/09/2024 22:00:00,22788,23097
2024-09-16 21:30:00+00:00,2024-09-16 22:30:00,16/09/2024 22:30:00,21814,21930
2024-09-16 22:00:00+00:00,2024-09-16 23:00:00,16/09/2024 23:00:00,21143,20890
2024-09-16 22:30:00+00:00,2024-09-16 23:30:00,16/09/2024 23:30:00,20820,20634
2024-09-16 23:00:00+00:00,2024-09-17 00:00:00,17/09/2024 00:00:00,20459,20230
2024-09-16 23:30:00+00:00,2024-09-17 00:30:00,17/09/2024 00:30:00,20355,20200
2024-09-17 00:00:00+00:00,2024-09-17 01:00:00,17/09/2024 01:00:00,20094,20021
2024-09-17 00:30:00+00:00,2024-09-17 01:30:00,17/09/2024 01:30:00,19858,19735
2024-09-17 01:00:00+00:00,2024-09-17 02:00:00,17/09/2024 02:00:00,19441,19126
2024-09-17 01:30:00+00:00,2024-09-17 02:30:00,17/09/2024 02:30:00,19361,19156
2024-09-17 02:00:00+00:00,2024-09-17 03:00:00,17/09/2024 03:00:00,19122,19000
2024-09-17 02:30:00+00:00,2024-09-17 03:30:00,17/09/2024 03:30:00,19296,19008
2024-09-17 03:00:00+00:00,2024-09-17 04:00:00,17/09/2024 04:00:00,19723,19522
2024-09-17 03:30:00+00:00,2024-09-17 04:30:00,17/09/2024 04:30:00,20698,20359
2024-09-17 04:00:00+00:00,2024-09-17 05:00:00,17/09/2024 05:00:00,23044,22837
2024-09-17 04:30:00+00:00,2024-09-17 05:30:00,17/09/2024 05:30:00,24695,24596
2024-09-17 05:00:00+00:00,2024-09-17 06:00:00,17/09/2024 06:00:00,26275,27165
2024-09-17 05:30:00+00:00,2024-09-17 06:30:00,17/09/2024 06:30:00,27160,27900
2024-09-17 06:00:00+00:00,2024-09-17 07:00:00,17/09/2024 07:00:00,28628,27500
2024-09-17 06:30:00+00:00,2024-09-17 07:30:00,17/09/2024 07:30:00,27789,27030
2024-09-17 07:00:00+00:00,2024-09-17 08:00:00,17/09/2024 08:00:00,27012,27431
2024-09-17 07:30:00+00:00,2024-09-17 08:30:00,17/09/2024 08:30:00,25924,26808
2024-09-17 08:00:00+00:00,2024-09-17 09:00:00,17/09/2024 09:00:00,24722,25805
2024-09-17 08:30:00+00:00,2024-09-17 09:30:00,17/09/2024 09:30:00,23888,25019
2024-09-17 09:00:00+00:00,2024-09-17 10:00:00,17/09/2024 10:00:00,23310,24403
2024-09-17 09:30:00+00:00,2024-09-17 10:30:00,17/09/2024 10:30:00,22685,23879
2024-09-17 10:00:00+00:00,2024-09-17 11:00:00,17/09/2024 11:00:00,22247,23600
2024-09-17 10:30:00+00:00,2024-09-17 11:30:00,17/09/2024 11:30:00,21852,23254
2024-09-17 11:00:00+00:00,2024-09-17 12:00:00,17/09/2024 12:00:00,21428,22911
2024-09-17 11:30:00+00:00,2024-09-17 12:30:00,17/09/2024 12:30:00,21350,22517
2024-09-17 12:00:00+00:00,2024-09-17 13:00:00,17/09/2024 13:00:00,21357,22500
2024-09-17 12:30:00+00:00,2024-09-17 13:30:00,17/09/2024 13:30:00,21678,22505
2024-09-17 13:00:00+00:00,2024-09-17 14:00:00,17/09/2024 14:00:00,22041,22754
2024-09-17 13:30:00+00:00,2024-09-17 14:30:00,17/09/2024 14:30:00,23060,23731
2024-09-17 14:00:00+00:00,2024-09-17 15:00:00,17/09/2024 15:00:00,24307,24886
2024-09-17 14:30:00+00:00,2024-09-17 15:30:00,17/09/2024 15:30:00,26018,26259
2024-09-17 15:00:00+00:00,2024-09-17 16:00:00,17/09/2024 16:00:00,27283,27941
2024-09-17 15:30:00+00:00,2024-09-17 16:30:00,17/09/2024 16:30:00,28823,29535
2024-09-17 16:00:00+00:00,2024-09-17 17:00:00,17/09/2024 17:00:00,29475,30605
2024-09-17 16:30:00+00:00,2024-09-17 17:30:00,17/09/2024 17:30:00,30156,31000
2024-09-17 17:00:00+00:00,2024-09-17 18:00:00,17/09/2024 18:00:00,31149,31504
2024-09-17 17:30:00+00:00,2024-09-17 18:30:00,17/09/2024 18:30:00,31167,31595
2024-09-17 18:00:00+00:00,2024-09-17 19:00:00,17/09/2024 19:00:00,30702,31700
2024-09-17 18:30:00+00:00,2024-09-17 19:30:00,17/09/2024 19:30:00,29981,30727
2024-09-17 19:00:00+00:00,2024-09-17 20:00:00,17/09/2024 20:00:00,28815,29453
2024-09-17 19:30:00+00:00,2024-09-17 20:30:00,17/09/2024 20:30:00,27215,28132
2024-09-17 20:00:00+00:00,2024-09-17 21:00:00,17/09/2024 21:00:00,25633,26632
2024-09-17 20:30:00+00:00,2024-09-17 21:30:00,17/09/2024 21:30:00,24242,24808
2024-09-17 21:00:00+00:00,2024-09-17 22:00:00,17/09/2024 22:00:00,22576,23308
2024-09-17 21:30:00+00:00,2024-09-17 22:30:00,17/09/2024 22:30:00,21703,22300
2024-09-17 22:00:00+00:00,2024-09-17 23:00:00,17/09/2024 23:00:00,20935,20900
2024-09-17 22:30:00+00:00,2024-09-17 23:30:00,17/09/2024 23:30:00,20639,20572
2024-09-17 23:00:00+00:00,2024-09-18 00:00:00,18/09/2024 00:00:00,20251,20100
2024-09-17 23:30:00+00:00,2024-09-18 00:30:00,18/09/2024 00:30:00,20147,20000
2024-09-18 00:00:00+00:00,2024-09-18 01:00:00,18/09/2024 01:00:00,19646,19830
2024-09-18 00:30:00+00:00,2024-09-18 01:30:00,18/09/2024 01:30:00,19437,19553
2024-09-18 01:00:00+00:00,2024-09-18 02:00:00,18/09/2024 02:00:00,19126,18956
2024-09-18 01:30:00+00:00,2024-09-18 02:30:00,18/09/2024 02:30:00,19008,18991
2024-09-18 02:00:00+00:00,2024-09-18 03:00:00,18/09/2024 03:00:00,18732,18843
2024-09-18 02:30:00+00:00,2024-09-18 03:30:00,18/09/2024 03:30:00,18896,18800
2024-09-18 03:00:00+00:00,2024-09-18 04:00:00,18/09/2024 04:00:00,19240,19241
2024-09-18 03:30:00+00:00,2024-09-18 04:30:00,18/09/2024 04:30:00,20321,19992
2024-09-18 04:00:00+00:00,2024-09-18 05:00:00,18/09/2024 05:00:00,22357,22345
2024-09-18 04:30:00+00:00,2024-09-18 05:30:00,18/09/2024 05:30:00,24042,23979
2024-09-18 05:00:00+00:00,2024-09-18 06:00:00,18/09/2024 06:00:00,26478,26386
2024-09-18 05:30:00+00:00,2024-09-18 06:30:00,18/09/2024 06:30:00,27315,27000
2024-09-18 06:00:00+00:00,2024-09-18 07:00:00,18/09/2024 07:00:00,28306,27700
2024-09-18 06:30:00+00:00,2024-09-18 07:30:00,18/09/2024 07:30:00,28181,26663
2024-09-18 07:00:00+00:00,2024-09-18 08:00:00,18/09/2024 08:00:00,28638,26163
2024-09-18 07:30:00+00:00,2024-09-18 08:30:00,18/09/2024 08:30:00,28031,25237
2024-09-18 08:00:00+00:00,2024-09-18 09:00:00,18/09/2024 09:00:00,26773,24406
2024-09-18 08:30:00+00:00,2024-09-18 09:30:00,18/09/2024 09:30:00,26254,23893
2024-09-18 09:00:00+00:00,2024-09-18 10:00:00,18/09/2024 10:00:00,25887,23684
2024-09-18 09:30:00+00:00,2024-09-18 10:30:00,18/09/2024 10:30:00,24784,23397
2024-09-18 10:00:00+00:00,2024-09-18 11:00:00,18/09/2024 11:00:00,23953,23524
2024-09-18 10:30:00+00:00,2024-09-18 11:30:00,18/09/2024 11:30:00,23075,22975
2024-09-18 11:00:00+00:00,2024-09-18 12:00:00,18/09/2024 12:00:00,22615,22383
2024-09-18 11:30:00+00:00,2024-09-18 12:30:00,18/09/2024 12:30:00,21961,22143
2024-09-18 12:00:00+00:00,2024-09-18 13:00:00,18/09/2024 13:00:00,21466,22000
2024-09-18 12:30:00+00:00,2024-09-18 13:30:00,18/09/2024 13:30:00,21542,22247
2024-09-18 13:00:00+00:00,2024-09-18 14:00:00,18/09/2024 14:00:00,21736,22528
2024-09-18 13:30:00+00:00,2024-09-18 14:30:00,18/09/2024 14:30:00,22890,23466
2024-09-18 14:00:00+00:00,2024-09-18 15:00:00,18/09/2024 15:00:00,24132,24597
2024-09-18 14:30:00+00:00,2024-09-18 15:30:00,18/09/2024 15:30:00,25620,26252
2024-09-18 15:00:00+00:00,2024-09-18 16:00:00,18/09/2024 16:00:00,27196,27448
2024-09-18 15:30:00+00:00,2024-09-18 16:30:00,18/09/2024 16:30:00,28627,28885
2024-09-18 16:00:00+00:00,2024-09-18 17:00:00,18/09/2024 17:00:00,29493,29809
2024-09-18 16:30:00+00:00,2024-09-18 17:30:00,18/09/2024 17:30:00,29833,30000
2024-09-18 17:00:00+00:00,2024-09-18 18:00:00,18/09/2024 18:00:00,30150,30900
2024-09-18 17:30:00+00:00,2024-09-18 18:30:00,18/09/2024 18:30:00,30306,30839
2024-09-18 18:00:00+00:00,2024-09-18 19:00:00,18/09/2024 19:00:00,29900,30656
2024-09-18 18:30:00+00:00,2024-09-18 19:30:00,18/09/2024 19:30:00,29175,29988
2024-09-18 19:00:00+00:00,2024-09-18 20:00:00,18/09/2024 20:00:00,27999,28292
2024-09-18 19:30:00+00:00,2024-09-18 20:30:00,18/09/2024 20:30:00,26255,26766
2024-09-18 20:00:00+00:00,2024-09-18 21:00:00,18/09/2024 21:00:00,24807,25240
2024-09-18 20:30:00+00:00,2024-09-18 21:30:00,18/09/2024 21:30:00,23415,23702
2024-09-18 21:00:00+00:00,2024-09-18 22:00:00,18/09/2024 22:00:00,22064,22312
2024-09-18 21:30:00+00:00,2024-09-18 22:30:00,18/09/2024 22:30:00,21203,21350
2024-09-18 22:00:00+00:00,2024-09-18 23:00:00,18/09/2024 23:00:00,20405,20720
2024-09-18 22:30:00+00:00,2024-09-18 23:30:00,18/09/2024 23:30:00,20056,20418
2024-09-18 23:00:00+00:00,2024-09-19 00:00:00,19/09/2024 00:00:00,19746,20080
2024-09-18 23:30:00+00:00,2024-09-19 00:30:00,19/09/2024 00:30:00,19539,19970
2024-09-19 00:00:00+00:00,2024-09-19 01:00:00,19/09/2024 01:00:00,18902,19692
2024-09-19 00:30:00+00:00,2024-09-19 01:30:00,19/09/2024 01:30:00,18493,19426
2024-09-19 01:00:00+00:00,2024-09-19 02:00:00,19/09/2024 02:00:00,18417,18992
2024-09-19 01:30:00+00:00,2024-09-19 02:30:00,19/09/2024 02:30:00,18229,18886
