date,closest_reference_days,distance
2024-10-13,"[Timestamp('2024-09-29 00:00:00'), Timestamp('2024-08-19 00:00:00'), Timestamp('2024-09-25 00:00:00'), Timestamp('2024-10-08 00:00:00'), Timestamp('2024-10-10 00:00:00')]",0.0091745752318748
2024-10-14,"[Timestamp('2024-09-23 00:00:00'), Timestamp('2024-09-22 00:00:00'), Timestamp('2024-09-02 00:00:00'), Timestamp('2024-10-07 00:00:00'), Timestamp('2024-09-24 00:00:00')]",0.0009901089531358
2024-10-15,"[Timestamp('2024-09-30 00:00:00'), Timestamp('2024-10-09 00:00:00'), Timestamp('2024-09-05 00:00:00'), Timestamp('2024-10-06 00:00:00'), Timestamp('2024-10-10 00:00:00')]",0.0021737376934314
2024-10-16,"[Timestamp('2024-09-30 00:00:00'), Timestamp('2024-10-15 00:00:00'), Timestamp('2024-10-06 00:00:00'), Timestamp('2024-10-09 00:00:00'), Timestamp('2024-09-05 00:00:00')]",0.0003619195162848
2024-10-17,"[Timestamp('2024-10-07 00:00:00'), Timestamp('2024-10-03 00:00:00'), Timestamp('2024-09-15 00:00:00'), Timestamp('2024-09-24 00:00:00'), Timestamp('2024-09-20 00:00:00')]",0.0012602354842489
2024-10-18,"[Timestamp('2024-09-06 00:00:00'), Timestamp('2024-09-08 00:00:00'), Timestamp('2024-09-28 00:00:00'), Timestamp('2024-10-08 00:00:00'), Timestamp('2024-09-01 00:00:00')]",0.00089537307259
2024-10-19,"[Timestamp('2024-09-15 00:00:00'), Timestamp('2024-10-18 00:00:00'), Timestamp('2024-10-08 00:00:00'), Timestamp('2024-09-06 00:00:00'), Timestamp('2024-09-08 00:00:00')]",0.0014444082584307
2024-10-20,"[Timestamp('2024-08-22 00:00:00'), Timestamp('2024-10-15 00:00:00'), Timestamp('2024-10-12 00:00:00'), Timestamp('2024-10-06 00:00:00'), Timestamp('2024-10-16 00:00:00')]",0.0044034751373598
2024-10-21,"[Timestamp('2024-10-06 00:00:00'), Timestamp('2024-09-27 00:00:00'), Timestamp('2024-09-10 00:00:00'), Timestamp('2024-09-30 00:00:00'), Timestamp('2024-10-01 00:00:00')]",0.0055386972694646
2024-10-22,"[Timestamp('2024-10-19 00:00:00'), Timestamp('2024-09-15 00:00:00'), Timestamp('2024-10-07 00:00:00'), Timestamp('2024-10-08 00:00:00'), Timestamp('2024-10-10 00:00:00')]",0.0018025371077302
2024-10-23,"[Timestamp('2024-10-08 00:00:00'), Timestamp('2024-10-22 00:00:00'), Timestamp('2024-10-19 00:00:00'), Timestamp('2024-10-10 00:00:00'), Timestamp('2024-09-09 00:00:00')]",0.0012939675221586
2024-10-24,"[Timestamp('2024-10-10 00:00:00'), Timestamp('2024-09-09 00:00:00'), Timestamp('2024-09-26 00:00:00'), Timestamp('2024-09-01 00:00:00'), Timestamp('2024-10-23 00:00:00')]",0.0007466904912108
2024-10-25,"[Timestamp('2024-09-23 00:00:00'), Timestamp('2024-09-22 00:00:00'), Timestamp('2024-09-02 00:00:00'), Timestamp('2024-10-14 00:00:00'), Timestamp('2024-09-07 00:00:00')]",0.0012483390048403
2024-10-26,"[Timestamp('2024-09-08 00:00:00'), Timestamp('2024-10-08 00:00:00'), Timestamp('2024-10-19 00:00:00'), Timestamp('2024-10-18 00:00:00'), Timestamp('2024-09-06 00:00:00')]",0.0010254775696079
2024-10-27,"[Timestamp('2024-10-22 00:00:00'), Timestamp('2024-09-09 00:00:00'), Timestamp('2024-09-15 00:00:00'), Timestamp('2024-10-10 00:00:00'), Timestamp('2024-10-24 00:00:00')]",0.0025764105064257
2024-10-28,"[Timestamp('2024-10-16 00:00:00'), Timestamp('2024-09-30 00:00:00'), Timestamp('2024-10-23 00:00:00'), Timestamp('2024-10-22 00:00:00'), Timestamp('2024-10-15 00:00:00')]",0.0074269656963888
2024-10-29,"[Timestamp('2024-09-23 00:00:00'), Timestamp('2024-09-22 00:00:00'), Timestamp('2024-10-25 00:00:00'), Timestamp('2024-10-14 00:00:00'), Timestamp('2024-09-02 00:00:00')]",0.0018784617717433
2024-10-30,"[Timestamp('2024-10-29 00:00:00'), Timestamp('2024-09-23 00:00:00'), Timestamp('2024-10-25 00:00:00'), Timestamp('2024-10-14 00:00:00'), Timestamp('2024-09-22 00:00:00')]",0.0017577245753682
